1,0.5144930216145237,0.5,0.5,0.5
2,0.0,0.5,1.0,0.0
3,0.0,0.5,1.0,0.16666666666666669
4,0.0,0.5,1.0,0.33333333333333337
5,0.0,0.5,1.0,0.5
6,0.7934853073897553,0.9902063489817189,0.060790435963281264,0.16581400794721446
7,0.2557086179285863,0.11515239953591005,0.010140740502193935,0.17676506312708928
8,0.4939267591278193,0.1537765864557309,0.0038704859783526002,0.27041696167453333
9,0.5508492346865065,0.9409234182552414,0.9613321030652345,0.5481877578827444
10,0.5118527183438943,0.20637038108310712,6.29047645412939E-5,0.9406728075243125
11,0.259351433547185,0.1537765864557309,0.0038704859783526002,0.6696999364173714
12,0.3514521246393118,0.5192551636878888,0.19804910565118639,0.5056650481096889
13,0.40273025795450945,0.1537765864557309,0.0038704859783526002,0.27041696167453333
